LON,LAT,Application____KOAP__or_Class__Nursery_,Commercial,Organization,Last_known_Address,Last_Known_Contact_Name,Phone,Email,Web,County,Data_Source,Status__2023_,Instance__
-83.7603363,38.4206465,,,Fleming County FFA,"1658 Elizaville Road, Flemingsburg, KY 41041",Chris Fitzpatrick,(606) 845-6601,chris.fitzpatrick@fleming.kyschools.us(Bad email-DB,,Fleming,Kentucky Proud Greenhouse Products 2021,Unknown,3
-83.6614154,38.4926838,,,A & J Produce,"1544 Poplar Grove Road, Flemingsburg, KY 41041",Alice Myers,,aliapple1967@hotmail.com,,Fleming,Kentucky Proud Greenhouse Products 2021,Unknown,1
-83.7364324,38.4259299,,,Cougar Hill Farm,"242 West Water Street, Flemingsburg, KY 41041","Brad Hay, Paul King",(606) 845-9331,brad.hay@fleming.kyschools.us,,Fleming,Kentucky Proud Greenhouse Products 2021,Unknown,2
-83.682176,38.498159,,,Good Measure Farms,"2548 Turner Road, Flemingsburg, KY 41041",Alisha Gray,(606) 209-1115,agrayky@gmail.com,,Fleming,Kentucky Proud Greenhouse Products 2021,Unknown,1
-83.6588043,38.2934119,,,"Ladybug Gardens, LLC","456 Maxey Flat Road, Hillsboro, KY 41049",Jessi Gipson,(606) 876-4302,jessikgipson@gmail.com,http://www.lady-bug-gardens.com/,Fleming,Kentucky Proud Greenhouse Products 2021,Unknown,1
-83.669946,38.275168,,,Cedar Ridge Greenhouse,"449 Sounders Lane, Hillsboro, KY 41049",Andy & Hannah Hostetler,(606) 876-4462,,,Fleming,Kentucky Proud Greenhouse Products 2021,Unknown,1
-83.6121366,38.4050777,A,Yes,Horizon Landscaping,"1200 Ferris Branch Rd., Wallingford, KY 41093-",James L. Hall Jr.,(606) 748-2834,jimmy.halljr@outlook.com,,Fleming,Kentucky Nursery Licenses 2021-2022,Unknown,1
-83.7603363,38.4206465,,No,Fleming County High School,"1658 Elizaville Road, Flemingsburg, KY 41041","Tracy Moran, Bobby Pease, Lucinda Pease",,"tracy.moran@fleming.kyschools.us, robert.pease@fleming.kyschools.us, lucinda.pease@fleming.kyschools.us",,Fleming,"Ag FFA Instructors, POWER counties",Unknown,2
-83.7465026,38.4202431,,Yes,Grimes Greenhouse & Garden Center,"700 Elizaville Ave, Flemingsburg, KY 41041",Gerald and Alma Grimes,6068453141,apgrimes@yahoo.com,,Fleming,KGA Commercial Directory,Unknown,1
-82.771109,37.7291046,,,M.C.C.C. Auxier Greenhouse,"40 Greenhouse Lane Rt. 321, Prestonsburg, KY 41653",Alice Cole,(606) 886-6815,acole@mtcomp.org,www.mtcomp.org,Floyd,Kentucky Proud Greenhouse Growers 2021,Unknown,2
-82.8985089,37.6040361,,,"Inch By Inch, A Project Of The David School","352 Success Bound Road, David, KY 41616",Jann Knappage,(606) 886-8374,sky.hale@thedavidschool.net,www.thedavidschool.net,Floyd,Kentucky Proud Greenhouse Products 2021,Unknown,1
-82.8649772,37.5324021,,,HF Farms,"5472 State Route 850, Prestonsburg, KY 41653",Todd Howard,(606) 358-2995,jtoddhoward@gmail.com,,Floyd,Kentucky Proud Greenhouse Products 2021,Unknown,1
-82.8296654,37.6556395,,,Gullett Farm,"415 Woodland Hill, Prestonsburg, KY 41653",Gregory Gullett,(606) 207-1970,Gullett4@icloud.com,,Floyd,Kentucky Proud Greenhouse Products 2021,Unknown,1
-82.7715486,37.6656527,,,Floyd County Farmers' Market,", Prestonsburg, KY 41653",Lori Gearheart or Misty Hamilton,(606) 339-4434,fcfm2017@yahoo.com,www.facebook.com/floydcfmarket,Floyd,Kentucky Proud Greenhouse Products 2021,Unknown,1
-82.771109,37.7291046,,,M.C.C.C. Auxier Greenhouse,"40 Greenhouse Lane Rt. 321, Prestonsburg, KY 41653",Alice Cole,(606) 886-6815,acole@mtcomp.org,www.mtcomp.org,Floyd,Kentucky Proud Greenhouse Products 2021,Unknown,3
-82.7710974,37.7291094,A,No,Mountain Comprehensive Care Greenhouse,"40 Greenhouse Lane, Prestonsburg, KY 41653-",Alice Cole,(606) 886-6815,acole@mtcomp.org,,Floyd,Kentucky Nursery Licenses 2021-2022,Unknown,1
-82.7697725,37.7111744,,Yes,Mountain Comp Care Center,"4765 KY Rt 321, Prestonsburg, KY 41653",David Y Gillespie,6068866815,,,Floyd,KGA Commercial Directory,Unknown,4
-84.8273025,38.2119342,A2011?0034,No,Franklin County Public Schools High School Ag Department,"1100 East Main Street, Frankfort, KY 40601",,(502) 695?6750,kylen.douglas@franklin.kyschools.us,,Franklin,KOAP Open Record Req. GHs,Unknown,1
-84.9077546,38.1624543,A2001?0645,No,Western Hills FFA Alumni Association,"100 Doctors Drive, Frankfort, KY 40601",,(502) 875?8400,jr.zinner@franklin.kyschools.us,,Franklin,KOAP Open Record Req. GHs,Unknown,1
-84.845043,38.191392,,,Wilson Nurseries & Plant Co.,"3690 East West Connector, Frankfort, KY 40601",Kim Jordan,(502) 223-1488,info@wilsonnurseriesky.com,www.wilsonnurseriesky.com,Franklin,Kentucky Proud Greenhouse Growers 2021,Unknown,2
-84.980579,38.212364,,,Moore Goodness,"2450 Stockton Road, Frankfort, KY 40601",Olivia Moore,(502) 875-2450,osmoore2450@gmail.com,,Franklin,Kentucky Proud Greenhouse Growers 2021,Unknown,1
-84.8732835,38.2009055,,,Franklin County Farmers' Market,", Frankfort, KY 40601",Kellie Sebastian,(502) 330-9600,local@franklincountyfarmersmarket.org,http://www.franklincountyfarmersmarket.org/,Franklin,Kentucky Proud Greenhouse Products 2021,Unknown,1
-84.845043,38.191392,,,Wilson Nurseries & Plant Co.,"3690 East West Connector, Frankfort, KY 40601",Kim Jordan,(502) 223-1488,info@wilsonnurseriesky.com,www.wilsonnurseriesky.com,Franklin,Kentucky Proud Greenhouse Products 2021,Unknown,3
-84.8207628,38.2444769,,,Hutcherson Family Grown Produce,"2630 Steadmantown Ln, Frankfort, KY 40601",Robert Hutcherson Jr.,(502) 695-4232,veggieman4232@yahoo.com,,Franklin,Kentucky Proud Greenhouse Products 2021,Unknown,1
-84.805386,38.287073,,,Elkhorn Botanicals,"2371 Sullivan Lane, Frankfort, KY 40601",Heather Housman,(502) 229-1436,heather@elkhornbotanicals.com,,Franklin,Kentucky Proud Greenhouse Products 2021,Unknown,1
-84.9668603,38.154975,,,Stone Fence Gardens,"425 Browns Lane, Frankfort, KY 40601",Kim Hicks,(502) 223-1239,Hicks.Kim@gmail.com,,Franklin,Kentucky Proud Greenhouse Products 2021,Unknown,1
-84.9535807,38.3410525,,,Goldfinch Farm,"7505 Harp Pike, Frankfort, KY 40601",Carla Wilson,(859) 334-0622,goldfinchfarmky@gmail.com,www.goldfinchfarmky.com,Franklin,Kentucky Proud Greenhouse Products 2021,Unknown,1
-84.9114088,38.2116137,,,Rogue Farms LLC,"302 Snow Hill Rd F, Frankfort, KY 40601",Shane Michel Ashley Stein,,rougemachinesky@gmail.com,,Franklin,Kentucky Proud Greenhouse Products 2021,Unknown,1
-84.856701,38.259771,,,Trinity Acres Lavender Farm,"260 Tracy Lane, Frankfort, KY 40601",Edgar Johnstone,(502) 229-4603,trinityacreslavenderfarm@gmail.com,,Franklin,Kentucky Proud Greenhouse Products 2021,Unknown,1
-84.9923377,38.2336575,,,Three Walls Farm,"495 Mt. Zion Road, Frankfort, KY 40601",Tiffany Walls,(859) 539-6834,tacarlson28@gmail.com,,Franklin,Kentucky Proud Greenhouse Products 2021,Unknown,1
-84.9077546,38.1624543,,,Western Hills High School,"100 Doctors Drive, Frankfort, KY 40601",J.R. Zinner,(502) 875-8400,taylor.perry@stu.franklin.kyschools.us,franklin.kyschools.us,Franklin,Kentucky Proud Greenhouse Products 2021,Unknown,2
-84.980579,38.212364,,,Moore Goodness,"2450 Stockton Road, Frankfort, KY 40601",Olivia Moore,(502) 875-2450,osmoore2450@gmail.com,,Franklin,Kentucky Proud Greenhouse Products 2021,Unknown,2
-84.854197,38.288919,,,Taproot Nursery,"648 Steele Branch Rd, Frankfort, KY 40601",Laura Greenfield,(859) 361-8474,taprootnurseryky@gmail.com,www.taprootnurseryky.com,Franklin,Kentucky Proud Greenhouse Products 2021,Unknown,2
-85.0011515,38.1602143,,,Little Brown Truck Farm,"1650 Old Us 60, Frankfort, KY 40601",Kayla Lee,(502) 682-9348,Littlebrowntruckfarm@gmail.com,,Franklin,Kentucky Proud Greenhouse Products 2021,Unknown,1
-84.895758,38.325373,,,Wild Fern Farm,"6945 Flat Creek Road, Frankfort, KY 40601",Corey Miller,(502) 330-5153,Wildfernfarm@gmail.com,,Franklin,Kentucky Proud Greenhouse Products 2021,Unknown,1
-84.8732835,38.2009055,,,Farmers' Market at Frankfort Peddlers Mall,", Frankfort, KY 40601",Taylor Logsdon,(502) 695-5772,taylor@buypeddlersmall.com,www.buypeddlersmall.com,Franklin,Kentucky Proud Greenhouse Products 2021,Unknown,1
-84.8756011,38.1541422,A,Yes,Brooks Hill Farm,"1131 Johnson Road, Frankfort, KY 40601-",Deborah Brooks Hill,(502) 991-8352,dbhill@uky.edu,,Franklin,Kentucky Nursery Licenses 2021-2022,Unknown,1
-84.8439845,38.2020351,A,Yes,Bubba's Green Thumbs Holistic Plants & Nursery LLC,"142 Beaumont Avenue, Frankfort, KY 40601-",Sharrif Skinner,(502) 975-8323,sskinner33@msn.com,,Franklin,Kentucky Nursery Licenses 2021-2022,Unknown,1
-84.7869592,38.2173842,B,Yes,"Inside Out Design, LLC","100 Old Georgetown Road, Frankfort, KY 40601-8864",Andrea Wilson Mueller & Michael Mueller,(502) 695-7020,andrea@insideout-design.org,,Franklin,Kentucky Nursery Licenses 2021-2022,Unknown,1
-84.854197,38.288919,A,Yes,Taproot Nursery,"648 Steele Branch Rd., Frankfort, KY 40601-",Laura Greenfield,(859) 361-8474,taprootnurseryky@gmail.com,,Franklin,Kentucky Nursery Licenses 2021-2022,Unknown,1
-84.845043,38.191392,A,Yes,"Wilson's Nurseries, Inc.","3690 E-W Connector Road, Frankfort, KY 40601-",Jennifer A. Wilson,(502) 223-1488,,,Franklin,Kentucky Nursery Licenses 2021-2022,Unknown,1
-84.8815877,38.1880252,,Yes,Commonwealth of Kentucky - Landscape Branch,"700 Louisville Rd, Frankfort, KY 40601","Kim Cowherd, George Mitchell",5025644400,,,Franklin,KGA Commercial Directory,Unknown,1
-84.9089349,38.1327069,,Yes,"Frankfort Habilitation, Inc.","3775 Lawrenceburg Rd, Frankfort, KY 40601",,5022279629,,,Franklin,KGA Commercial Directory,Unknown,1
-84.845043,38.191392,,Yes,Wilson Landscaping Nursery,"3690 East-West Connector, Frankfort, KY 40601",Tom Weeks,5022231488,jungletom@aol.com,,Franklin,KGA Commercial Directory,Unknown,4
-89.1567559,36.5679915,A2020?0143,No,Fulton County Board of Education,"2740 Moscow Ave, Hickman, KY 42050",,270?236?3905 EXT: 3131 Cell: 901?581?6839,arianne.allen@fulton.kyschools.us,,Fulton,KOAP Open Record Req. GHs,Unknown,1
-88.7810866,36.5027779,,,Gus's Greenhouse,"1404 E Stateline Road, Fulton, KY 42041",David Harmeling,(573) 703-6565,dmhclh@gmail.com,,Fulton,Kentucky Proud Greenhouse Growers 2021,Unknown,1
-88.7810866,36.5027779,,,Gus's Greenhouse,"1404 E Stateline Road, Fulton, KY 42041",David Harmeling,(573) 703-6565,dmhclh@gmail.com,,Fulton,Kentucky Proud Greenhouse Products 2021,Unknown,2
-84.8227255,38.7145093,,,Jet Family Farm,"505 Turkey Hill Road, Glencoe, KY 41046",Janice Toussaint,(513) 846-4446,jetoussaint1@gmail.com,,Gallatin,Kentucky Proud Greenhouse Products 2021,Unknown,1
-84.9068929,38.677009,,,Steepleview Farm,"10285 Hwy 127 North, Sparta, KY 41086",Marc Carey,(859) 643-3339,marc@steepleviewfarm.net,www.steepleviewfarm.com,Gallatin,Kentucky Proud Greenhouse Products 2021,Unknown,1
-84.9016863,38.7248569,,,Mazuk Farm,"4343 Sparta Pike, Sparta, KY 41086",Jacob Mazuk,(859) 206-3200,Jacob.mazuk@outlook.com,,Gallatin,Kentucky Proud Greenhouse Products 2021,Unknown,1
-84.9017956,38.7836297,,,Jewells on Main,"100 East Main St PO Box 1254, Warsaw, KY 41095",Justin Mylor,(859) 567-1793,jpmylor@yahoo.com,jewellsonmain.com,Gallatin,Kentucky Proud Greenhouse Products 2021,Unknown,1
-84.8514622,38.7385228,,,Crigger Farm,"140 Sayersville Road, Warsaw, KY 41095",Keith Crigger,(859) 904-4524,keith.crigger@criggerfarm.com,,Gallatin,Kentucky Proud Greenhouse Products 2021,Unknown,1
-84.9016151,38.7833963,,,Doolin Farms,"570 Doolin Lane, Warsaw, KY 41095",Branden Doolin,,doollinwelding@gmail.com,,Gallatin,Kentucky Proud Greenhouse Products 2021,Unknown,1
-84.9158134,38.7734783,A,Yes,Clover Farm Nursery,"347 US 42 West River Road, Warsaw, KY 41095-",Zack Bledsoe,(859) 567-8000,zbb@fuse.net,,Gallatin,Kentucky Nursery Licenses 2021-2022,Unknown,1
-84.9016264,38.7689856,A,Yes,"Jones Brothers Farms, LLC","629 Sparta Pike, Sparta, KY 41095-",Zachary Jones,(859) 814-3704,zjones0013@gmail.com,,Gallatin,Kentucky Nursery Licenses 2021-2022,Unknown,1
-84.6012455,37.6224149,A2001?0391,No,Garrard County Board of Education,"16 Countryside, Lancaster, Ky 40444",Kenneth Parsons,(859) 792?2146,Ken.Parsons@Garrard.kyschools.us,,Garrard,KOAP Open Record Req. GHs,Unknown,1
-84.5060169,37.5953607,,,Shell Farms & Greenhouses,"1172 Richmond Road Loop 2, Lancaster, KY 40444",Gary Shell,(859) 339-8150,shellfarming@gmail.com,https://www.facebook.com/Shell-Farms-Greenhouses-145482618853570,Garrard,Kentucky Proud Greenhouse Growers 2021,Unknown,1
-84.601099,37.622925,,,The Mum Patch LLC,"260 Ledford Lane, Lancaster, KY 40444",Janie Denton,7924087,cbd116@yahoo.com,,Garrard,Kentucky Proud Greenhouse Growers 2021,Unknown,1
-84.667623,37.738278,,,"Earth'song, LLC","1983 Ballard Road, Lancaster, KY 40444",Kim Nicholson,(859) 548-5433,earthsongllc@hotmail.com,www.facebook.com/EarthSongllc,Garrard,Kentucky Proud Greenhouse Growers 2021,Unknown,2
-84.656439,37.761628,,,Herb' N Renewal,"2509 Rogers Road, Lancaster, KY 40444",Karin Rasmussen,(859) 548-3516,herbnrenewal@aol.com,www.herbnrenewal.com,Garrard,Kentucky Proud Greenhouse Products 2021,Unknown,1
-84.5060169,37.5953607,,,Shell Farms & Greenhouses,"1172 Richmond Road Loop 2, Lancaster, KY 40444",Gary Shell,(859) 339-8150,shellfarming@gmail.com,https://www.facebook.com/Shell-Farms-Greenhouses-145482618853570,Garrard,Kentucky Proud Greenhouse Products 2021,Unknown,2
-84.5739491,37.5996196,,,Overman's Bluegrass Fruits & Vegetables,"119 Long Branch Drive, Lancaster, KY 40444",Kirby Overman,,j.kirbyoverman@gmail.com,,Garrard,Kentucky Proud Greenhouse Products 2021,Unknown,1
-84.601099,37.622925,,,The Mum Patch LLC,"260 Ledford Lane, Lancaster, KY 40444",Janie Denton,7924087,cbd116@yahoo.com,,Garrard,Kentucky Proud Greenhouse Products 2021,Unknown,2
-84.734588,37.701878,,,Sunwatch Homestead,"10 Chappys Way, Lancaster, KY 40444",Tyler Greene,,Sunwatchhomestead@gmail.com,www.facebook.com/sunwatchhomestead,Garrard,Kentucky Proud Greenhouse Products 2021,Unknown,1
-84.667623,37.738278,,,"Earth'song, LLC","1983 Ballard Road, Lancaster, KY 40444",Kim Nicholson,(859) 548-5433,earthsongllc@hotmail.com,www.facebook.com/EarthSongllc,Garrard,Kentucky Proud Greenhouse Products 2021,Unknown,3
-84.6742378,37.7702021,,,Sticky Wicket Farms,"1544 High Bridge Road, Lancaster, KY 40444",Leslie Abbey,(859) 548-4517,stickywicketfarms@gmail.com,www.stickywicketfarms.com,Garrard,Kentucky Proud Greenhouse Products 2021,Unknown,1
-84.6541654,37.7463942,,,Daycrest Farm,"1449 Kennedy Bridge Road, Lancaster, KY 40444",George Day,(859) 339-1363,bisher70@icloud.com,www.facebook.com/DaycrestFarm/,Garrard,Kentucky Proud Greenhouse Products 2021,Unknown,1
-84.469896,37.676299,,,"Purplepatchky, LLC","2569 Nina Ridge Road, Lancaster, KY 40444",Shannon Valle,(859) 904-3834,lavenderlife@purplepatchky.com,purplepatchky.com,Garrard,Kentucky Proud Greenhouse Products 2021,Unknown,1
-84.609869,37.7137172,,,"Tallulah Farm, LLC","2858 Mt. Hebron Road, Lancaster, KY 40444",Kelcey Prater,(859) 329-8857,tallulahfarm20@gmail.com,,Garrard,Kentucky Proud Greenhouse Products 2021,Unknown,1
-84.701276,37.783076,,,"Gunner, LLC","475 Ron Clar Drive, Lancaster, KY 40444",David Underwood,(859) 241-0740,davidunder40@gmail.com,,Garrard,Kentucky Proud Greenhouse Products 2021,Unknown,1
-84.646628,37.61333,A,Yes,Cathole Bend Plantation Christmas Tree Farm,"1243 Cathole Bend Road, Lancaster, KY 40444-",Steve McManus,(859) 985-7044,,,Garrard,Kentucky Nursery Licenses 2021-2022,Unknown,1
-84.667623,37.738278,A,Yes,"Earth Song, LLC","1983 Ballard Rd, Lancaster, KY 40444-",Kim Nicholson,(859) 339-0978,Earthsongllc@hotmail.com,,Garrard,Kentucky Nursery Licenses 2021-2022,Unknown,1
-84.4714339,37.5481335,A,Yes,Good Life Growers,"1208 Old Richmond Rd. N., Paint Lick, KY 40461-",David Abernathy,(859) 792-4872,glifegrowers@gmail.com,,Garrard,Kentucky Nursery Licenses 2021-2022,Unknown,1
-84.335908,37.5610823,A,Yes,Superior Lawn Solutions,"1392 Paint Lick Road, Paint Lick, KY 40461-",Megan Petersen,(859) 242-2663,superiorlawnsky@ky.com,,Garrard,Kentucky Nursery Licenses 2021-2022,Unknown,1
-84.5144012,37.599609,A,Yes,Systemic Agricultural Solutions LLC,"4568 Richmond Road Loop 2, Lancaster, KY 40444-",Giles Shell,(859) 339-9515,,,Garrard,Kentucky Nursery Licenses 2021-2022,Unknown,1
-84.5699589,37.6021948,,No,Garrard County High School,"599 Industry Road, Lancaster , KY 40444","Aaron Mcdonald, Christen Roseberry",,"aaron.mcdonald@garrard.kyschools.us, christen.roseberry@garrard.kyschools.us",,Garrard,"Ag FFA Instructors, POWER counties",Unknown,2
-84.618641,38.683767,A2001?0648,No,Grant County High School and Board of Education,"715 Warsaw Road, Dry Ridge, KY 41035","Larry Butler, Assoc Principal",(859) 824?9739,larry.butler@grant.kyschools.us,,Grant,KOAP Open Record Req. GHs,Unknown,1
-84.618641,38.683767,,,Grant County FFA,"715 Warsaw Road, Dry Ridge, KY 41035",Larry Butler,(859) 824-9739,larry.butler@grant.kyschools.us,,Grant,Kentucky Proud Greenhouse Growers 2021,Unknown,2
-84.532258,38.542992,,,Sandbox Farm,"960 Baker Williams Rd, Corinth, KY 41010",Deborah Lucas Angel,(859) 824-7586,angelssandbox@yahoo.com,,Grant,Kentucky Proud Greenhouse Products 2021,Unknown,1
-84.618641,38.683767,,,Grant County FFA,"715 Warsaw Road, Dry Ridge, KY 41035",Larry Butler,(859) 824-9739,larry.butler@grant.kyschools.us,,Grant,Kentucky Proud Greenhouse Products 2021,Unknown,3
-84.5256742,38.6071407,A,Yes,"Whitehouse Landscapes, LLC","600 Shields Shinkle Road, Williamstown, KY 41097-",Michael White,(859) 444-0486,Michael@whitehouselandscapes.com,,Grant,Kentucky Nursery Licenses 2021-2022,Unknown,1
-84.5604977,38.6381245,,,Grant County Farmers' Market,", Williamstown, KY 41097",Debby Lucas Angel,(859) 824-7586,gc_fm@yahoo.com,https://www.facebook.com/Grant-County-Farmers-Market-215416975148663/,Grant,Kentucky Proud Greenhouse Products 2021,Unknown,1
-84.6292107,38.6492353,,Yes,Triple Ridge Produce and Greenhouses,"3315 Baton Rouge Rd, Williamstown, KY 41097-3054",Mark Schultz,6068246701,,,Grant,KGA Commercial Directory,Unknown,1
-88.4860204,36.6644512,,,Little Rayne Farm,"610 State Route 1124, Farmington, KY 42040",Joey & Nicci Mehr,(270) 293-9568,kslr68@yahoo.com,,Graves,Kentucky Proud Greenhouse Products 2021,Unknown,1
-88.513471,36.860515,,,Bidwell Family Farms LLC,"2371 Tim Road, Hickory, KY 42051",Scott Bidwell,(502) 523-5254,Scott@bidwellfamilyfarms.com,www.bidwellfamilyfarms.com,Graves,Kentucky Proud Greenhouse Products 2021,Unknown,1
-88.6367154,36.7417235,,,Graves-Mayfield Farmers' Market,", Mayfield, KY 42066",Barry Irvan,(270) 970-0926,barry.irvan@gmail.com,www.facebook.com/MayfieldGravesCountyFarmersMarket/,Graves,Kentucky Proud Greenhouse Products 2021,Unknown,1
-88.6224684,36.7455197,,,D & B Farm,"900 East Broadway, Mayfield, KY 42066",Barry Irvan,,barry.irvan@gmail.com,www.facebook.com/dbfarm2016,Graves,Kentucky Proud Greenhouse Products 2021,Unknown,1
-88.684808,36.775155,,,Ridgeback Farm,"1733 Sholar Road, Mayfield, KY 42066",Johnna Coomer,(985) 290-3419,mommybug1933@gmail.com,,Graves,Kentucky Proud Greenhouse Products 2021,Unknown,1
-88.6052829,36.6464649,A,Yes,Shupe Nursery & Greenhouse,"5338 State Route 97, Mayfield, KY 42066-",Walon Hicks,(270) 328-8488,shupes@wk.net,,Graves,Kentucky Nursery Licenses 2021-2022,Unknown,1
-88.6685901,36.8835627,,Yes,Rex Beckham Greenhouses,"1330 State Rte 849E, Boaz, KY 42027",Rex Beckham,5028563266,,,Graves,KGA Commercial Directory,Unknown,1
-86.2625606,37.4914881,A2002?0115,No,Grayson County Board of Education,"790 Shaw Station Road, Leitchfield, KY 42754",,,emily.taylor@grayson.kyschools.us,,Grayson,KOAP Open Record Req. GHs,Unknown,1
-86.2625606,37.4914881,A2020?0045,No,Grayson County Board of Education,"790 Shaw Station Road, Leitchfield, KY 42754",,,emily.taylor@grayson.kyschools.us,,Grayson,KOAP Open Record Req. GHs,Unknown,2
-86.5400537,37.4121877,,,Strasburger Farm,"2299 Windy Ridge Road, Caneyville, KY 42721",Dennis Strasburger,(270) 879-4771,chevyangie@gmail.com,,Grayson,Kentucky Proud Greenhouse Growers 2021,Unknown,1
-86.1539324,37.5418122,,,Big Clifty Farm & Country Store,"9695 Elizabethtown Road, Big Clifty, KY 42712",Laura Hansford,(270) 242-4350,BCFarmCountryStore@outlook.com,,Grayson,Kentucky Proud Greenhouse Products 2021,Unknown,1
-86.2938637,37.4800544,,,Grayson County Farmers' Market,", Leitchfield, KY 42754",Whitney Carman,(270) 259-3492,whitney.carman@uky.edu,http://grayson.ca.uky.edu/content/farmers-market,Grayson,Kentucky Proud Greenhouse Products 2021,Unknown,1
-86.3717289,37.3360349,,,Sunny Point Gardens,"10301 Shrewsbury Rd, Leitchfield, KY 42754",Randy Roof,,alan@sunnypointgardens.com,www.sunnypointgardens.com,Grayson,Kentucky Proud Greenhouse Products 2021,Unknown,1
-86.3503635,37.6097765,,,Han-Mat Farm Company,"14427 South Highway 259, Leitchfield, KY 42754",Bill Rusciano,(270) 287-7905,warusciano@juno.com,,Grayson,Kentucky Proud Greenhouse Products 2021,Unknown,1
-86.2962766,37.4888732,,,"Pine View Nursery, Inc.","303 Tilden Street, Leitchfield, KY 42754",Kevin Collard,(270) 259-4189,pineview303@windstream.net,pineviewnursery.com,Grayson,Kentucky Proud Greenhouse Products 2021,Unknown,2
-86.2391132,37.541946,A,Yes,Clifty Creek Farms,"5041 Salt River Rd., Leitchfield, KY 42754-",Mary Shannon Stacy,(309) 275-1470,Shannon@cliftycreekfarms.com,,Grayson,Kentucky Nursery Licenses 2021-2022,Unknown,1
-86.2962766,37.4888732,A,Yes,Pine View Nursery,"303 Tilden Street, Leitchfield, KY 42754-",Kevin Collard,(270) 259-4189,pineview303@windstream.net,,Grayson,Kentucky Nursery Licenses 2021-2022,Unknown,1
-86.1980986,37.3878365,A,Yes,VanMeter Family Farm,"164 Old Peonia Loop Rd, Clarkson, KY 42726-",Patricia VanMeter,(270) 963-2320,vanmeterfamilyfarm@gmail.com,,Grayson,Kentucky Nursery Licenses 2021-2022,Unknown,1
-86.3693983,37.3343466,,Yes,Lindsey's House of Plants,"10489 Shrewsbury Rd, Leitchfield, KY 42754",Benny and Sue Lindsey,5028798936,,,Grayson,KGA Commercial Directory,Unknown,1
-85.5478401,37.1810554,,,Triple 'D' Greenhouse & Produce,"102 Atwell-Morgan Rd., Greensburg, KY 42743",Dave Atwell,(270) 932-7610,jo.atwell@live.com,,Green,Kentucky Proud Greenhouse Growers 2021,Unknown,1
-85.480537,37.209726,,,Back Home Farms,"860 Temperance Road, Greensburg, KY 42743",Denise Morrison,(270) 932-7156,backhomefarms@yahoo.com,www.backhomefarms.com,Green,Kentucky Proud Greenhouse Products 2021,Unknown,1
-85.5478401,37.1810554,,,Triple 'D' Greenhouse & Produce,"102 Atwell-Morgan Rd., Greensburg, KY 42743",Dave Atwell,(270) 932-7610,jo.atwell@live.com,,Green,Kentucky Proud Greenhouse Products 2021,Unknown,2
-85.4988548,37.2608936,,,Farmers' Market on Green River,", Greensburg, KY 42743",Ricky Arnett,(270) 932-5311,ricky.arnett@uky.edu,www.facebook.com/MarketOnGreenRiver/,Green,Kentucky Proud Greenhouse Products 2021,Unknown,1
-85.5296597,37.3369129,,,Caterpillar Crossing,"1092 Summersville Road, Greensburg, KY 42743",Diann Paxton,(270) 932-1688,caterpillar.crossing@yahoo.com,n/a,Green,Kentucky Proud Greenhouse Products 2021,Unknown,1
-85.474236,37.2918301,,,KY Homegrown Whole Food,"2673 Campbellsville Rd, Greensburg, KY 42743",Aya International,(270) 283-5243,kywholefood@gmail.com,www.ayaquest.com,Green,Kentucky Proud Greenhouse Products 2021,Unknown,1
-85.609054,37.169412,,,Fish Gate Farms,"1094 Liletown Rd, Greensburg, KY 42743",Mathew Gaskins,(270) 932-1534,mat@fishgatefarms.com,www.fishgatefarms.com,Green,Kentucky Proud Greenhouse Products 2021,Unknown,1
-85.544445,37.326769,A,Yes,"Milby's Farms, LLC","4387 Hodgenville Rd., Greensburg, KY 42743-",Ricky Milby,(270) 299-5571,milbysmums@icloud.com,,Green,Kentucky Nursery Licenses 2021-2022,Unknown,1
-85.4813432,37.173469,A,Yes,Sassy Cat Farm,"2000 Walnut Springs Road, Greensburg, KY 42743-",Jessica Horwitz,(307) 797-0037,j.horwitz.1984@gmail.com,,Green,Kentucky Nursery Licenses 2021-2022,Unknown,1
-85.4883891,37.2560179,,No,Green County High School,"302 Brummal Avenue, Greensburg, KY 42743",James Bonta,,james.bonta@green.kyschools.us,,Green,"Ag FFA Instructors, POWER counties",Unknown,1
-85.574055,37.332806,,,Jenny Creek Farms,"1315 Doc Ward Rd., Summersville, KY 42782",Rhonda Parker,(270) 403-4479,parker_d06@hotmail.com,,Green,Kentucky Proud Greenhouse Products 2021,Unknown,1
-82.8176276,38.5322374,,,Imel's Greenhouse,"2836 State Route 1, Greenup, KY 41144",Kenneth Imel,(606) 473-1708,kennyimel@gmail.com,,Greenup,Kentucky Proud Greenhouse Growers 2021,Unknown,1
-83.0149742,38.4744607,,,Wireman's Greenhouse/Wireman Family Farm/Roadside Market,"Us 23 Highway/Slash Branch Road, Greenup, KY 41144","Jeff, Melissa Or Ashley Wireman",(606) 314-0295,missy.wireman@greenup.kyschools.us,,Greenup,Kentucky Proud Greenhouse Growers 2021,Unknown,1
-82.7764671,38.520002,,,Sweet Bee Gardens,"159 Critter Lane, Greenup, KY 41144",Shane Fields,(606) 836-2353,info@sbgardens.biz,www.sbgardens.biz,Greenup,Kentucky Proud Greenhouse Growers 2021,Unknown,2
